id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,average_service_rating
54060,1,0,55,0,1,1416,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,0.0,1,1.0,5.0
129240,1,0,53,0,0,1464,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,0.0,0,0.0,3.75
97165,0,0,9,1,1,715,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,4.0,1,15.0,1.75
111696,1,0,33,0,0,541,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,85.0,1,171.0,3.5
1887,1,1,64,0,0,293,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,0.0,0,3.0,3.0
89086,0,1,8,0,1,2092,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,23.0,0,49.0,3.5
35485,1,0,34,1,1,1053,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,15.0,0,49.0,3.25
35719,1,0,59,1,1,2521,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2.0,0,2.0,2.25
85669,0,0,13,0,0,2544,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,0.0,0,0.0,3.0
1137,1,0,44,1,1,158,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,0.0,0,0.0,2.5
8358,1,0,54,0,0,1741,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,0.0,1,0.0,3.5
17217,1,0,36,0,0,2651,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,0.0,1,10.0,4.0
44847,0,0,11,1,1,760,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,88.0,0,190.0,4.5
96673,0,0,32,1,1,1036,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,9.0,0,21.0,4.0
80152,1,0,42,0,1,2586,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,0.0,0,0.0,1.5
82277,0,1,27,0,1,1081,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,0.0,0,4.0,1.75
123927,1,0,33,1,1,646,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,0.0,0,1.0,2.75
115766,0,0,28,0,0,308,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,0.0,0,0.0,1.0
21134,1,0,44,1,1,227,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,0.0,1,0.0,2.5
112062,1,1,49,0,1,1754,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,28.0,0,61.0,4.0
28643,1,0,59,0,0,2176,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,0.0,1,5.0,3.0
108010,1,1,20,0,0,271,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,0.0,1,0.0,0.75
92145,0,0,46,0,0,1522,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,0.0,1,0.0,3.5
115846,1,0,36,0,1,325,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0.0,1,0.0,5.0
99685,0,0,62,0,0,3217,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,16.0,1,35.0,3.75
112072,1,0,59,0,0,1491,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,14.0,1,29.0,3.0
119226,0,0,29,1,1,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0,0,0.0,3.0
115925,0,1,41,0,0,371,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,30.0,0,65.0,1.25
106552,1,0,7,1,1,727,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,0.0,0,0.0,3.25
25126,0,0,65,1,0,1249,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,44.0,0,84.0,3.5
33426,1,0,50,0,0,2614,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,9.0,1,9.0,3.25
125844,0,0,20,0,1,951,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,41.0,0,98.0,2.5
70328,0,0,58,0,0,2498,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,0.0,1,0.0,4.0
88847,0,0,45,1,2,545,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,20.0,0,34.0,2.25
108398,1,0,46,1,2,1838,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0,0,0.0,4.0
97316,0,0,43,0,0,3724,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,7.0,1,26.0,4.25
124811,1,1,26,0,0,280,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,6.0,0,6.0,2.0
23012,1,0,41,0,2,641,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,0.0,1,0.0,5.0
18088,0,0,50,1,1,488,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,0.0,0,0.0,4.0
37982,1,0,38,1,0,1237,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,0.0,0,6.0,4.0
31332,0,1,38,0,1,1062,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0.0,0,0.0,2.5
97455,0,0,55,0,0,2699,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,3.0,1,3.0,2.75
28901,0,0,49,0,0,679,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,71.0,1,122.0,2.75
107606,1,1,33,0,0,423,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,5.0,0,5.0,4.0
53258,0,0,57,0,0,4817,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,19.0,1,19.0,4.25
14292,0,0,35,0,0,3833,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,3.0,1,3.0,3.5
68232,0,0,40,0,0,2559,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0.0,1,0.0,4.25
51224,0,1,37,0,2,373,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,0.0,0,0.0,3.25
121386,0,0,52,1,1,2279,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,79.0,0,96.0,2.75
31668,1,0,41,0,1,862,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,0.0,1,0.0,2.0
24628,0,0,14,1,1,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0,0,494.0,2.75
95876,0,0,32,0,0,759,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,0.0,1,0.0,4.25
62793,1,0,11,1,1,2338,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,151.0,0,303.0,2.0
83516,1,0,12,1,1,946,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,0.0,0,0.0,1.75
13221,1,0,41,0,1,772,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,0.0,1,0.0,4.0
100404,0,1,45,0,0,1011,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,0.0,0,0.0,3.75
121453,1,1,21,0,1,257,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,1.0,0,1.0,3.25
21454,0,0,31,0,1,164,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,0.0,0,0.0,2.0
15937,1,0,38,0,1,166,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,17.0,1,34.0,4.0
70105,1,0,40,0,0,2280,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,38.0,1,57.0,4.25
47540,1,0,13,1,1,590,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,0.0,1,0.0,5.0
57561,0,0,44,0,0,1597,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,5.0,1,5.0,2.75
124103,0,0,66,0,0,2264,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0.0,0,0.0,3.75
125736,0,0,30,0,2,814,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,0.0,1,0.0,5.0
93362,1,0,44,1,1,1024,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,0.0,0,2.0,3.75
95429,0,0,53,0,0,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0.0,1,0.0,2.75
106943,0,0,37,0,0,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,12.0,1,12.0,3.75
100691,0,0,39,1,1,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,30.0,0,68.0,2.75
119948,1,1,29,0,0,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,0.0,0,0.0,2.75
15778,1,0,38,0,1,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,65.0,0,107.0,4.0
68342,1,0,59,0,0,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,0.0,1,0.0,4.0
24665,1,0,19,1,1,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,65.0,0,122.0,3.25
81029,0,0,39,0,0,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,4.0,1,20.0,4.5
70371,1,0,22,1,1,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,10.0,0,10.0,3.75
1386,1,0,50,1,2,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,10.0,1,28.0,2.75
35225,1,0,22,0,1,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,62.0,1,109.0,5.0
86204,1,0,56,0,0,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1.0,1,1.0,4.5
126370,1,0,39,1,1,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,0.0,0,0.0,3.75
116184,1,0,29,1,1,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,0.0,1,0.0,4.75
89613,1,0,42,0,0,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,0.0,1,8.0,4.25
99020,1,0,56,0,0,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,21.0,1,54.0,3.25
18463,1,0,27,0,0,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1.0,1,1.0,3.5
96637,0,1,21,0,1,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0.0,0,0.0,3.5
114678,0,0,42,0,0,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,17.0,1,17.0,3.5
97639,0,0,48,0,0,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,68.0,1,128.0,3.75
75061,1,0,53,0,0,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,0.0,1,0.0,4.25
51744,0,0,64,1,1,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0,0,0.0,3.0
44413,0,0,49,1,1,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0.0,0,0.0,3.75
2389,0,0,49,0,0,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,4.0,1,4.0,4.5
105062,1,0,23,1,2,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,0.0,0,0.0,2.75
91464,1,0,50,0,0,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,29.0,0,29.0,2.0
55721,1,0,51,1,2,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,0.0,0,0.0,2.5
65726,1,0,34,0,0,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0,1,0.0,4.75
8473,0,0,49,0,0,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,40.0,1,73.0,2.75
13488,0,0,56,0,1,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,4.0,1,15.0,4.0
58611,1,0,46,0,0,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,24.0,1,48.0,3.25
39607,1,0,25,1,1,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,0.0,0,0.0,2.0
41704,0,0,68,1,2,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0.0,0,0.0,4.25
126579,0,0,10,1,1,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,93.0,0,184.0,1.25
44232,0,0,44,0,1,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0.0,1,0.0,3.5
44021,1,0,61,1,0,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,0.0,0,2.0,3.0
67502,0,0,18,1,2,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,1.0,0,14.0,3.0
19525,0,0,58,0,0,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0,1,0.0,2.5
110015,0,0,58,0,0,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,41.0,0,93.0,2.0
30960,1,0,64,1,1,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5.0,0,17.0,4.0
2153,1,0,66,1,0,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,0.0,0,0.0,3.75
115097,0,1,21,0,0,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,12.0,1,31.0,4.25
63204,1,0,39,0,0,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,0.0,1,5.0,3.75
113849,1,0,50,0,0,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,232.0,1,470.0,2.25
95508,0,0,43,0,2,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,11.0,0,24.0,2.25
112350,1,0,41,0,0,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,0.0,1,7.0,3.75
20650,1,0,46,0,1,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,0.0,1,4.0,4.0
65517,1,0,41,0,0,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,6.0,1,8.0,4.5
116988,0,0,31,0,1,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0.0,0,0.0,3.0
116210,0,0,53,1,1,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,13.0,0,34.0,4.25
15218,0,0,39,0,0,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0,1,0.0,3.0
35387,0,0,53,0,0,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,156.0,1,306.0,3.25
20002,1,0,25,0,1,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,4.0,1,17.0,4.0
102927,0,1,20,0,1,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,14.0,0,37.0,3.0
92462,1,1,46,0,1,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,0.0,0,0.0,2.25
70950,1,0,10,1,1,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,0.0,0,0.0,1.5
76034,0,0,47,0,0,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0,1,0.0,4.25
97177,1,0,32,1,1,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,0.0,0,4.0,4.5
51719,0,0,14,1,1,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,12.0,0,15.0,2.0
129201,0,0,16,0,0,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0.0,1,0.0,3.5
35558,0,0,53,1,1,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0.0,0,0.0,2.0
109398,1,0,55,0,0,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,0.0,1,2.0,3.5
65351,0,0,28,0,0,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0.0,1,0.0,4.25
102482,0,0,49,1,1,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0.0,0,3.0,3.0
17932,1,0,54,1,2,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,0.0,0,0.0,1.0
122276,0,0,70,1,1,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0.0,0,0.0,4.0
57484,0,1,25,0,1,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19.0,0,28.0,1.25
121069,0,0,48,0,0,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0.0,1,0.0,3.5
41414,1,0,7,1,1,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,0.0,0,0.0,2.0
49839,1,0,39,0,1,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,5.0,0,5.0,3.0
48189,1,0,79,0,1,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,0.0,0,1.0,2.0
82445,0,1,28,0,0,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0.0,0,0.0,4.75
108108,1,0,41,0,0,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,38.0,1,75.0,4.25
63984,0,1,27,0,2,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,32.0,0,32.0,1.0
105287,0,0,59,0,0,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,1.0,1,1.0,4.25
9385,0,0,21,1,1,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,117.0,0,188.0,4.5
25265,1,0,48,0,1,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,0.0,1,0.0,5.0
119844,1,0,53,0,1,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,0.0,0,0.0,3.0
33840,0,0,42,0,0,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0.0,0,12.0,2.25
81815,0,1,48,0,1,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,27.0,0,79.0,1.0
83524,1,0,59,1,1,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,0.0,1,0.0,1.75
78999,0,0,53,0,0,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0.0,1,0.0,4.0
46712,1,0,24,1,1,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,94.0,0,141.0,2.25
41188,1,0,56,1,1,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,29.0,0,64.0,2.75
5326,0,0,42,0,0,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,14.0,1,19.0,4.5
80176,0,1,24,0,1,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0.0,0,0.0,2.5
46900,1,0,28,0,0,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0.0,1,0.0,2.25
89219,0,0,17,1,1,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0.0,0,0.0,1.25
17928,1,0,31,0,2,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,0.0,0,0.0,2.0
55425,1,0,60,0,0,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,0.0,1,2.0,3.75
88130,1,1,39,0,0,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,16.0,1,28.0,1.75
48354,0,0,47,0,1,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,26.0,1,66.0,3.0
105905,1,0,60,0,1,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,16.0,0,36.0,3.0
60943,1,0,13,0,0,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,0.0,1,0.0,4.25
101584,1,1,29,0,0,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,51.0,0,102.0,3.0
71388,0,0,45,0,0,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,1,0.0,4.0
77866,1,0,44,0,0,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,0.0,1,0.0,3.25
49223,0,0,50,0,1,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,11.0,1,11.0,3.75
106530,0,0,26,1,1,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,93.0,0,193.0,4.5
28676,0,0,27,0,0,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0.0,1,2.0,5.0
39553,1,0,16,0,0,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,0.0,1,2.0,4.25
109597,0,1,24,0,1,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0.0,0,0.0,3.25
62291,1,1,34,0,0,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,0.0,0,2.0,1.5
40177,0,0,30,0,0,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0.0,1,0.0,4.5
33413,1,0,50,0,1,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0.0,1,0.0,4.0
127599,1,1,21,0,1,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,0.0,0,0.0,3.75
66723,1,0,61,1,1,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,0.0,0,0.0,3.25
73698,0,0,32,0,0,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0.0,0,0.0,3.0
27641,0,0,22,1,2,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0.0,0,0.0,1.25
83891,1,0,46,0,0,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,0.0,0,0.0,2.5
51662,0,1,15,0,1,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,8.0,0,11.0,3.5
19833,0,0,29,1,1,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,14.0,0,21.0,1.5
63416,0,0,12,1,1,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,88.0,0,177.0,4.75
7645,1,1,50,0,0,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,17.0,0,24.0,1.25
86002,1,0,54,0,1,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,0.0,0,0.0,2.0
64457,1,0,69,1,1,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,3.0,0,9.0,4.0
109551,1,0,38,1,1,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,0.0,0,0.0,2.5
86553,0,1,25,0,2,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0.0,0,0.0,3.25
17491,1,0,26,0,1,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,99.0,0,207.0,2.5
114667,0,0,53,0,0,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0.0,1,0.0,4.0
59149,1,0,47,0,0,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,55.0,1,117.0,3.75
74892,1,0,42,0,0,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,1,0.0,3.75
15197,1,1,19,0,1,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,121.0,0,262.0,3.5
6867,1,0,63,1,1,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,11.0,0,21.0,3.0
111943,1,1,18,0,1,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,0.0,0,0.0,2.5
46720,1,0,52,1,1,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,0.0,0,0.0,2.75
67966,1,0,60,0,2,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,3.0,0,3.0,3.0
33341,1,0,38,0,0,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,0.0,1,24.0,3.25
50319,1,0,41,0,1,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,0.0,1,0.0,5.0
82927,1,0,41,0,0,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,0.0,1,0.0,3.0
14562,0,1,15,0,1,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,6.0,0,6.0,1.25
108335,0,0,49,0,1,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,117.0,0,249.0,1.75
97959,1,0,18,1,1,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,71.0,1,162.0,3.5
1026,0,0,39,0,1,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0.0,1,0.0,5.0
26910,0,0,25,0,0,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0.0,0,0.0,2.0
14054,1,1,28,0,0,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,0.0,1,0.0,4.5
109458,0,0,37,0,0,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0.0,1,0.0,4.5
51772,0,0,31,1,1,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,75.0,0,162.0,3.0
15019,0,0,32,1,1,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,63.0,0,144.0,3.0
23664,0,1,25,0,1,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,5.0,0,5.0,4.25
6731,1,0,55,0,0,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0.0,1,0.0,4.25
57753,1,0,51,0,0,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,75.0,1,135.0,4.25
29788,0,0,40,0,0,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0.0,1,0.0,3.0
28336,1,0,25,0,0,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,0.0,1,0.0,3.25
2878,0,0,70,1,1,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,14.0,0,14.0,3.75
81675,0,0,55,0,1,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,11.0,0,30.0,2.75
50905,1,0,53,1,1,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,55.0,0,125.0,4.0
90850,1,0,73,0,0,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,0.0,0,0.0,2.25
29340,0,0,32,0,2,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0.0,1,0.0,2.0
68731,1,0,30,1,2,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0.0,0,0.0,3.5
115978,1,0,19,1,1,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,92.0,0,183.0,4.0
29829,1,0,33,0,0,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,0.0,1,0.0,4.25
82401,0,0,13,1,1,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0.0,0,0.0,2.25
80083,1,0,53,0,2,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,0.0,1,0.0,3.0
42783,0,1,31,0,1,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,20.0,0,20.0,1.75
39020,1,0,62,0,0,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,0.0,1,0.0,3.25
46111,1,0,29,1,1,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,11.0,0,19.0,2.5
66327,1,0,57,0,0,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,7.0,1,7.0,3.0
43012,1,0,34,0,0,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,0.0,1,0.0,1.5
82776,1,1,45,0,1,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,44.0,0,70.0,3.75
48215,0,0,65,1,1,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0.0,0,0.0,2.75
57441,0,0,48,0,0,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0.0,0,0.0,2.25
55928,0,0,8,1,1,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0.0,0,0.0,3.25
98446,1,0,36,1,1,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12.0,0,44.0,4.0
121273,0,0,48,0,0,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0.0,1,0.0,3.75
59385,0,0,10,1,1,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0.0,0,1.0,4.5
27078,1,1,24,0,1,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,0.0,1,14.0,4.75
